id,time,Y,Ybar,Ybar_lo,Ybar_hi
0403030D0AAABAB,0,456,447.495550180117,441.493058774651,454.680113847901
0403030D0AAABAB,1,309,449.190589524097,441.689175561621,457.624198644039
0403030D0AAABAB,2,510,451.059184735407,435.340412515338,467.684166545454
0403030D0AAABAB,3,432,453.057944692249,430.219212085626,477.698414255375
0403030D0AAABAB,4,236,455.147381618706,426.272338664609,487.247587765966
0403030D0AAABAB,5,440,457.291948138525,423.34746763034,496.294569348789
0403030D0AAABAB,6,611,459.459904666954,421.311022073622,504.804286897326
0403030D0AAABAB,7,403,461.623078265382,420.046586711017,512.743958372445
0403030D0AAABAB,8,523,463.756566377588,419.453041097824,520.083313948521
0403030D0AAABAB,9,274,465.838425231496,419.442632948586,526.794793949762
0403030D0AAABAB,10,616,467.849368802712,419.939135609468,532.853721050582
0403030D0AAABAB,11,547,469.772492837949,420.876170654094,538.238445599184
0403030D0AAABAB,12,971,471.593030253922,422.195731192054,542.930463303397
0403030D0AAABAB,13,472,473.298138948178,423.846912076768,546.914504886162
0403030D0AAABAB,14,433,474.876720004748,425.653807546788,550.178597669842
0403030D0AAABAB,15,672,476.319262760523,427.317825359746,552.714099379349
0403030D0AAABAB,16,328,477.617712658436,429.14664424595,554.515704760491
0403030D0AAABAB,17,563,478.76535784721,431.108288060813,555.581425889024
0403030D0AAABAB,18,673,479.756730825635,433.174011256993,555.912547295796
0403030D0AAABAB,19,662,480.587521903447,435.317883299716,555.51355725262
0403030D0AAABAB,20,554,481.25450176179,437.516446602782,554.392056751507
0403030D0AAABAB,21,560,481.755450889076,439.748434123869,552.558647866455
0403030D0AAABAB,22,440,482.089094115975,441.994535085899,550.026803312667
0403030D0AAABAB,23,748,482.255038865327,444.237199341281,546.812719113651
0403030D0AAABAB,24,686,482.253716067266,446.460472656969,542.935152353481
0403030D0AAABAB,25,898,482.086322969806,448.649856685326,538.415246031276
0403030D0AAABAB,26,483,481.754767305639,450.723527639658,534.538175177711
0403030D0AAABAB,27,754,481.261612462937,452.454471627123,531.244862441431
0403030D0AAABAB,28,475,480.610023457411,454.128461561933,527.536848571588
0403030D0AAABAB,29,487,479.80371362023,455.737535993569,523.435128067647
0403030D0AAABAB,30,345,478.84689200675,457.274535408767,518.961412777612
0403030D0AAABAB,31,435,477.74421159858,454.645359137257,514.137967539198
0403030D0AAABAB,32,322,476.500718420318,451.204099273675,508.98745116475
0403030D0AAABAB,33,628,475.12180172552,446.779563012812,504.686231210562
0403030D0AAABAB,34,353,473.613145426985,442.162840403337,501.049590344747
0403030D0AAABAB,35,487,471.980680956739,437.368334816177,497.749985998536
0403030D0AAABAB,36,251,470.230541743094,432.410905513933,495.857755488948
0403030D0AAABAB,37,648,468.369019487689,427.305781746304,497.329973913767
0403030D0AAABAB,38,461,466.402522415857,422.068474806153,499.063640597468
0403030D0AAABAB,39,294,464.337535660252,416.714688868049,501.982049408713
0403030D0AAABAB,40,473,462.18058392128,406.471129040225,504.873999684631
0403030D0AAABAB,41,474,459.938196529524,395.823295835011,507.740184648266
0403030D0AAABAB,42,351,457.616875015414,385.061695076347,510.581725679892
0403030D0AAABAB,43,429,455.223063270672,374.216498032681,513.400150529755
0403030D0AAABAB,44,313,452.763120364778,363.316940605189,516.197373105969
0403030D0AAABAB,45,210,450.243296058333,352.39121576488,518.975674749719
0403030D0AAABAB,46,407,447.669709033972,341.466377576599,521.737686911556
0403030D0AAABAB,47,468,445.048327844675,330.568257008946,524.486375144142
0403030D0AAABAB,48,402,442.384954559117,319.721389624509,527.225024328747
0403030D0AAABAB,49,491,439.685211064289,308.948955141906,529.957225055227
0403030D0AAABAB,50,90,436.95452796718,298.272728761083,532.686861078384
0403030D0AAABAB,51,NA,434.198136019952,287.713044046816,535.418097777426
0403030D0AAABAB,52,NA,431.421059976929,277.288767073629,538.155371549737
0403030D0AAABAB,53,NA,428.628114776989,267.017281449046,540.903380075272
0403030D0AAABAB,54,NA,425.823903931647,256.914483752438,543.667073393414
0403030D0AAABAB,55,NA,423.012819987449,246.99478885434,546.451645740071
0403030D0AAABAB,56,NA,420.199046921213,237.271144516941,549.262528098886
0403030D0AAABAB,57,NA,417.386564318367,227.755054621028,552.10538142671
0403030D0AAABAB,58,NA,414.579153178027,218.45661031866,554.986090519657
0403030D0AAABAB,59,NA,411.780403183719,209.384528374472,557.910758492166
0403030D0AAABAB,60,NA,408.993721275618,200.54619593217,560.885701847329
