id,time,Y,Ybar,Ybar_lo,Ybar_hi
040201030AAAAAA,0,450,521.109322309475,498.95859488478,556.079255590917
040201030AAAAAA,1,408,544.291578443762,509.945917094267,609.880720585065
040201030AAAAAA,2,658,563.34535712782,519.95657415251,663.117102748723
040201030AAAAAA,3,871,578.057181512175,530.130818078735,692.191558862537
040201030AAAAAA,4,660,590.821748683906,540.470570646671,710.33002761131
040201030AAAAAA,5,1009,602.885677507981,549.741191341443,724.441481455794
040201030AAAAAA,6,491,614.662408107352,558.563282779688,736.849230727827
040201030AAAAAA,7,628,626.278993670009,567.588658934945,748.297812452596
040201030AAAAAA,8,641,637.770370702784,576.820160796797,759.021189222932
040201030AAAAAA,9,458,649.142655801114,586.260609277026,769.090755659506
040201030AAAAAA,10,899,660.393900626389,595.912803070176,778.765845634833
040201030AAAAAA,11,814,671.520873783422,605.779516627927,788.814200594117
040201030AAAAAA,12,438,682.521163199457,615.863498261026,798.0984512672
040201030AAAAAA,13,694,693.393691438152,626.167468381732,806.641651350223
040201030AAAAAA,14,515,704.138698895659,636.694117898807,814.47270714316
040201030AAAAAA,15,991,714.757564862667,647.446106776059,821.625162523429
040201030AAAAAA,16,700,725.252599420046,658.426062764313,828.135901106845
040201030AAAAAA,17,1252,735.626853607713,669.636580315404,834.043984252202
040201030AAAAAA,18,1236,745.883962523554,681.08021968555,839.389692507955
040201030AAAAAA,19,764,756.028022540666,692.759506234075,844.213774909449
040201030AAAAAA,20,886,766.063498119701,704.676929922071,848.556883014888
040201030AAAAAA,21,842,775.99515157265,716.807048340256,852.459155801019
040201030AAAAAA,22,678,785.827988932119,729.167098539838,855.959919859942
040201030AAAAAA,23,921,795.567215956694,741.777064523211,859.097472865291
040201030AAAAAA,24,663,805.218199714368,754.638861794161,861.908924480766
040201030AAAAAA,25,776,814.786432734041,767.754342735135,868.196264010709
040201030AAAAAA,26,732,824.277498120687,781.125296995958,876.314637295777
040201030AAAAAA,27,1044,833.697035130555,794.753452110104,884.368566492109
040201030AAAAAA,28,1017,843.050705440486,808.640474332378,892.39047310943
040201030AAAAAA,29,785,852.344160741104,822.787969690968,900.562041125965
040201030AAAAAA,30,601,861.583012405608,837.197485246116,910.141392179744
040201030AAAAAA,31,848,870.772803920208,845.765879698377,919.794806956035
040201030AAAAAA,32,493,879.91898659114,847.489901776197,929.540429005132
040201030AAAAAA,33,1049,889.026898832389,848.881011472583,939.394606060994
040201030AAAAAA,34,918,898.101749133095,849.952614935523,949.372026618356
040201030AAAAAA,35,579,907.148602630046,850.718793921119,963.513463476034
040201030AAAAAA,36,1387,916.172371079756,851.194102926081,980.469738175544
040201030AAAAAA,37,796,925.177805937025,851.393389247705,997.661076217609
040201030AAAAAA,38,709,934.169494197447,851.136544562535,1015.0900862404
040201030AAAAAA,39,885,943.151856642514,850.555149452664,1032.75942453134
040201030AAAAAA,40,862,952.129148129391,849.708667404942,1050.67179665169
040201030AAAAAA,41,1162,961.105459586095,848.612861687808,1068.8299590991
040201030AAAAAA,42,372,970.084721400477,847.283216399309,1087.23672100896
040201030AAAAAA,43,834,979.070707923785,845.73486944845,1105.89494589518
040201030AAAAAA,44,662,988.067042843291,843.982558247189,1124.80755343141
040201030AAAAAA,45,907,997.077205211571,842.040576667334,1143.97752127344
040201030AAAAAA,46,978,1006.10453595103,839.92274190432,1163.40788692359
040201030AAAAAA,47,613,1015.15224468065,837.642369990447,1183.10174963824
040201030AAAAAA,48,541,1024.22341673732,835.212258806439,1203.06227237921
040201030AAAAAA,49,1070,1033.32102028632,832.644677547135,1223.29268381023
040201030AAAAAA,50,610,1042.44791343528,829.951361701447,1243.79628033933
040201030AAAAAA,51,NA,1051.60685128225,827.143512706205,1264.57642820843
040201030AAAAAA,52,NA,1060.80049284339,824.231801526869,1285.63656563115
040201030AAAAAA,53,NA,1070.0314078175,821.226375504658,1306.98020498005
040201030AAAAAA,54,NA,1079.30208315537,818.136867889049,1328.61093502451
040201030AAAAAA,55,NA,1088.61492941018,814.972409546871,1350.53242322058
040201030AAAAAA,56,NA,1097.97228685286,811.741642404612,1372.74841805402
040201030AAAAAA,57,NA,1107.37643134185,808.452734239316,1395.26275143802
040201030AAAAAA,58,NA,1116.82957994217,805.113394485966,1418.07934116688
040201030AAAAAA,59,NA,1126.33389629228,801.730890776079,1441.20219342728
040201030AAAAAA,60,NA,1135.89149572095,798.312065963705,1464.63540536852
