id;time;Y;Ybar;Ybar_lo;Ybar_hi
040201060AAAAAA;0;609;635.40667929119;614.770318602783;652.729445035202
040201060AAAAAA;1;553;641.631491261097;624.273642472998;653.160985249761
040201060AAAAAA;2;428;648.443725026901;633.613113131038;658.79089557149
040201060AAAAAA;3;563;655.716073708568;643.021210356721;667.692228061221
040201060AAAAAA;4;549;663.36179563941;650.729086969119;676.697852729199
040201060AAAAAA;5;603;671.319259213508;657.945120345277;685.808738669093
040201060AAAAAA;6;581;679.543354973794;665.179915207626;695.025866136324
040201060AAAAAA;7;436;688.000506056232;672.655262812139;704.350226953257
040201060AAAAAA;8;444;696.665622564805;679.601763201332;713.782824928361
040201060AAAAAA;9;651;705.520127346986;686.024938275653;723.324676289499
040201060AAAAAA;10;871;714.550582767106;692.725899057013;733.102072623232
040201060AAAAAA;11;816;723.74766536632;699.713270828567;743.32352656694
040201060AAAAAA;12;751;733.105355568841;706.996107212217;753.749532850076
040201060AAAAAA;13;1128;742.620275345946;714.583905836331;764.692270107875
040201060AAAAAA;14;753;752.291140747691;722.486625341221;776.382322038931
040201060AAAAAA;15;749;762.118311958593;730.559811352674;788.20453621384
040201060AAAAAA;16;781;772.103429488855;738.938344528664;800.024315771496
040201060AAAAAA;17;829;782.249126513086;747.652896679194;811.831366005313
040201060AAAAAA;18;768;792.558807215929;756.091091101075;823.618639170814
040201060AAAAAA;19;995;803.036480786859;764.550319820017;835.381361016159
040201060AAAAAA;20;1127;813.686640975372;773.308574621244;847.116304240506
040201060AAAAAA;21;854;824.514181920849;782.378639862577;858.821257895989
040201060AAAAAA;22;685;835.524342145113;791.773938360087;870.494648182336
040201060AAAAAA;23;938;846.722669933236;801.508571109397;882.56128039818
040201060AAAAAA;24;884;858.115004657946;811.597359819295;894.743364210065
040201060AAAAAA;25;827;869.707469812937;822.055892414822;906.980529068446
040201060AAAAAA;26;851;881.506474554139;832.900571680426;919.274687171175
040201060AAAAAA;27;1187;893.51872139017;844.148667228374;931.627727818305
040201060AAAAAA;28;733;905.751218324619;855.818370993408;944.041491154772
040201060AAAAAA;29;769;918.211294257042;867.928856471136;956.517755809806
040201060AAAAAA;30;724;930.906616825007;880.500341934922;969.058235692732
040201060AAAAAA;31;1306;943.845212143694;893.435651135686;981.664582670181
040201060AAAAAA;32;557;957.03548609669;906.828295826178;994.338392892651
040201060AAAAAA;33;858;970.486246971563;920.725649066064;1007.08121526889
040201060AAAAAA;34;1280;984.206729332349;935.150670418197;1019.89456109109
040201060AAAAAA;35;765;998.206619089876;950.127581986646;1034.15505152881
040201060AAAAAA;36;1385;1012.49607977887;965.68194806205;1049.28459028036
040201060AAAAAA;37;1017;1027.08578008415;981.840759890563;1064.89101237961
040201060AAAAAA;38;1080;1041.9869226816;998.632525871117;1081.35174929988
040201060AAAAAA;39;1030;1057.21127447583;1013.8521571497;1100.37715153634
040201060AAAAAA;40;1025;1072.77119832807;1027.48973325016;1122.35539387901
040201060AAAAAA;41;1215;1088.67968637599;1041.41530378194;1145.09410921655
040201060AAAAAA;42;757;1104.95039505273;1055.51355649903;1168.62096908223
040201060AAAAAA;43;998;1121.59768191663;1066.94392448598;1192.96478734252
040201060AAAAAA;44;704;1138.63664440571;1076.71075650055;1218.15557077329
040201060AAAAAA;45;949;1156.08316063281;1086.41584230561;1244.22457227917
040201060AAAAAA;46;851;1173.95393233772;1095.89328843906;1271.2043469144
040201060AAAAAA;47;923;1192.26653011347;1105.3081374638;1299.12881087342
040201060AAAAAA;48;1363;1211.03944102291;1114.65975272181;1328.06809222454
040201060AAAAAA;49;1180;1230.29211872143;1123.94758506451;1358.12787025743
040201060AAAAAA;50;897;1250.04503620052;1133.17117117743;1389.23470042265
040201060AAAAAA;51;NA;1270.31974126567;1142.33013190881;1421.42659248419
040201060AAAAAA;52;NA;1291.1389148616;1151.42417062832;1454.74308301619
040201060AAAAAA;53;NA;1312.52643235706;1160.45307163869;1489.22530278694
040201060AAAAAA;54;NA;1334.50742790213;1169.41669865942;1524.91604775765
040201060AAAAAA;55;NA;1357.10836197242;1178.31499339852;1561.85985392315
040201060AAAAAA;56;NA;1380.357092218;1187.14797422531;1600.1030762372
040201060AAAAAA;57;NA;1404.28294774018;1195.91573495445;1639.69397188114
040201060AAAAAA;58;NA;1428.91680692739;1204.61844374879;1680.68278815236
040201060AAAAAA;59;NA;1454.29117899265;1213.25634214641;1723.12185526722
040201060AAAAAA;60;NA;1480.44028936985;1221.82974421528;1770.28950021042
