id,time,Y,Ybar,Ybar_lo,Ybar_hi
0403030X0AAAAAA,0,126,135.46875390974,124.533410938587,148.625679532262
0403030X0AAAAAA,1,60,139.555504753503,129.514634548452,152.871193813324
0403030X0AAAAAA,2,14,143.762759086113,134.592229585622,157.169871538793
0403030X0AAAAAA,3,3,148.08946838437,136.831300980982,161.518759477486
0403030X0AAAAAA,4,79,152.53452186225,138.990339741141,165.914739021149
0403030X0AAAAAA,5,114,157.096761427393,141.351445247113,171.309129251735
0403030X0AAAAAA,6,100,161.774996324806,143.919640800655,177.337202810422
0403030X0AAAAAA,7,90,166.56801737066,146.700367205376,183.695964430588
0403030X0AAAAAA,8,30,171.474610722758,149.699482404174,190.168361132334
0403030X0AAAAAA,9,90,176.493571179254,152.923257959634,196.746660595426
0403030X0AAAAAA,10,116,181.623715041527,156.378372426435,203.62034942615
0403030X0AAAAAA,11,195,186.863892619201,160.071901684299,211.417156026422
0403030X0AAAAAA,12,142,192.21300049361,164.011306322323,219.781285013704
0403030X0AAAAAA,13,93,197.6699936897,168.20441619027,228.216689272139
0403030X0AAAAAA,14,369,203.233897934591,172.659412258652,236.706813085599
0403030X0AAAAAA,15,301,208.9038222035,177.384805956452,245.234288398246
0403030X0AAAAAA,16,347,214.678971770408,182.374008562953,253.780978105687
0403030X0AAAAAA,17,247,220.55866199186,187.247517273463,262.32802535216
0403030X0AAAAAA,18,202,226.542333058021,192.39036104067,270.855908917992
0403030X0AAAAAA,19,172,232.62956594618,197.810669359524,279.344504747454
0403030X0AAAAAA,20,139,238.82009980879,203.516694340622,287.773153627492
0403030X0AAAAAA,21,325,245.113851021766,209.516775927908,296.120734982539
0403030X0AAAAAA,22,408,251.510934109736,215.819306185349,304.365746699722
0403030X0AAAAAA,23,449,258.01168475411,222.432692947638,312.486390842381
0403030X0AAAAAA,24,240,264.616685077915,229.365323130483,320.460665048266
0403030X0AAAAAA,25,251,271.326791389124,236.625525993205,328.266459342402
0403030X0AAAAAA,26,191,278.143164552351,244.221536641051,335.881658024035
0403030X0AAAAAA,27,352,285.067303147954,252.161460047208,343.284246213029
0403030X0AAAAAA,28,292,292.101079568467,260.45323586569,350.452420564296
0403030X0AAAAAA,29,314,299.24677919545,268.827049782494,357.364703580511
0403030X0AAAAAA,30,311,306.507142795781,276.229622594657,364.000060874337
0403030X0AAAAAA,31,325,313.88541227588,282.787685253839,370.338020653171
0403030X0AAAAAA,32,312,321.385379935615,286.490085813435,376.766168054554
0403030X0AAAAAA,33,214,329.011441371517,290.123805717345,386.149691497349
0403030X0AAAAAA,34,307,336.768652191726,293.690075711521,395.647501439737
0403030X0AAAAAA,35,272,344.66278872359,297.190326874395,405.273401444023
0403030X0AAAAAA,36,333,352.700412919501,300.626186847756,415.99415867518
0403030X0AAAAAA,37,320,360.888941698098,303.882235434155,427.466787586071
0403030X0AAAAAA,38,371,369.236720997101,306.982918707313,439.303884223614
0403030X0AAAAAA,39,454,377.753104861479,310.002024257323,451.544450439553
0403030X0AAAAAA,40,206,386.448539947275,312.941070948236,464.232588326876
0403030X0AAAAAA,41,144,395.334655888077,315.801804223569,482.576817723079
0403030X0AAAAAA,42,260,404.424362048833,318.586195862432,503.174942933418
0403030X0AAAAAA,43,267,413.731951281578,321.296443654361,524.968928050709
0403030X0AAAAAA,44,170,423.273211400734,323.93497094117,548.042937637834
0403030X0AAAAAA,45,89,433.065545213446,326.50442598155,572.488086138283
0403030X0AAAAAA,46,230,443.128100074155,329.007681101821,598.403089572256
0403030X0AAAAAA,47,148,453.48190808401,331.447831603905,625.8949848564
0403030X0AAAAAA,48,234,464.150038226481,333.828194409224,655.079924354698
0403030X0AAAAAA,49,88,475.157761922626,336.152306424614,686.084054181819
0403030X0AAAAAA,50,NA,486.532733705074,338.423922623442,719.044485809956
0403030X0AAAAAA,51,NA,498.305188951424,340.647013841872,754.110371691194
0403030X0AAAAAA,52,NA,510.508160888196,342.825764296522,791.444096917245
0403030X0AAAAAA,53,NA,523.177719378979,342.357858101243,831.222600417
0403030X0AAAAAA,54,NA,536.353234348508,338.482896401549,873.638840862391
0403030X0AAAAAA,55,NA,550.077667072473,334.288205223197,918.90342434056
0403030X0AAAAAA,56,NA,564.397892985527,329.790227545832,967.246412984767
0403030X0AAAAAA,57,NA,579.365060132894,325.00653531607,1018.91933617163
0403030X0AAAAAA,58,NA,595.034987920564,319.955711771608,1074.19742862657
0403030X0AAAAAA,59,NA,611.468611412646,314.657225247355,1133.382122877
0403030X0AAAAAA,60,NA,628.732477090697,309.13129570156,1196.80382700353
