time,Y,Ybar,Ybar_lo,Ybar_hi
15,1634,1404.55499671264,1318.84876209487,1472.47349576221
51,1403,1458.91687054228,1230.68544832926,1636.46641753235
87,1599,1551.57886425379,1242.71247380619,1811.52838412697
123,1383,1684.89870966443,1363.9358924426,1984.39129270657
159,1251,1868.28134094189,1619.44924129651,2159.01022652336
195,2103,2121.11670874254,1921.96215662107,2431.46224517832
231,2971,2479.31206632207,2096.0626652491,3011.75791227576
267,1391,3008.51199152573,2261.89662133388,4317.31990140335
303,NA,3830.73402532506,2435.98646463399,6839.40706626106
339,NA,5178.9648667191,2589.85054813097,11500.4324443765
