id;time;Y;Ybar;Ybar_lo;Ybar_hi
0403040Z0AAAAAA;0;334;291.185966053962;276.461760144118;305.860643653708
0403040Z0AAAAAA;1;224;290.12478257197;275.219699720519;303.947684096289
0403040Z0AAAAAA;2;168;289.028010275345;273.97809259607;302.000042897264
0403040Z0AAAAAA;3;432;287.895355658444;272.736906403941;300.017927995271
0403040Z0AAAAAA;4;182;286.72657000035;271.496110824248;298.190804047085
0403040Z0AAAAAA;5;140;285.521448564966;270.255677583325;296.409385793905
0403040Z0AAAAAA;6;280;284.279829810377;269.015580452544;295.362955373355
0403040Z0AAAAAA;7;408;283.001594632451;267.775795246645;294.364497893194
0403040Z0AAAAAA;8;336;281.686665666482;266.536299821586;293.263002089769
0403040Z0AAAAAA;9;362;280.335006668893;265.297074071876;292.059933902176
0403040Z0AAAAAA;10;196;278.946621998715;264.058099927386;290.876390464646
0403040Z0AAAAAA;11;258;277.521556215792;262.819361349628;289.810644316857
0403040Z0AAAAAA;12;320;276.059893809337;261.580844327481;288.642668437259
0403040Z0AAAAAA;13;168;274.561759066938;260.342536872352;287.372695512335
0403040Z0AAAAAA;14;238;273.027316090127;259.104429012757;286.000993768831
0403040Z0AAAAAA;15;337;271.4567689586;257.866512788323;284.527867055922
0403040Z0AAAAAA;16;280;269.850362040971;256.628782243173;282.953655990227
0403040Z0AAAAAA;17;308;268.208380445858;255.391233418707;281.278740147976
0403040Z0AAAAAA;18;628;266.531150603067;253.976723088011;279.503541267268
0403040Z0AAAAAA;19;224;264.819040960967;252.059884495736;277.628527403054
0403040Z0AAAAAA;20;112;263.072462782736;250.020031290971;275.65421795902
0403040Z0AAAAAA;21;572;261.291871021264;248.00008811477;273.581189504197
0403040Z0AAAAAA;22;196;259.477765250064;245.999817284987;271.410082268443
0403040Z0AAAAAA;23;196;257.630690625726;244.018984837565;269.141607200088
0403040Z0AAAAAA;24;327;255.751238856167;242.057360462207;266.776553461304
0403040Z0AAAAAA;25;280;253.840049148349;240.11471743931;264.340763188738
0403040Z0AAAAAA;26;196;251.897809109064;238.190832578112;261.818118237356
0403040Z0AAAAAA;27;168;249.925255572941;236.285486156038;259.198536368509
0403040Z0AAAAAA;28;252;247.92317533289;234.398461859211;256.568589022588
0403040Z0AAAAAA;29;432;245.892405749692;232.441983737616;254.500716828868
0403040Z0AAAAAA;30;254;243.833835219344;229.809587698969;252.716155277301
0403040Z0AAAAAA;31;112;241.748403478937;226.856533849031;251.466471492054
0403040Z0AAAAAA;32;280;239.637101734223;223.877114194526;250.225709530503
0403040Z0AAAAAA;33;202;237.50097259453;220.873548827584;248.99378760147
0403040Z0AAAAAA;34;336;235.341109803209;217.848122183923;247.770625603496
0403040Z0AAAAAA;35;252;233.158657754271;214.803177156156;246.560646155534
0403040Z0AAAAAA;36;243;230.954810788265;211.741108980729;245.38533304822
0403040Z0AAAAAA;37;224;228.730812262637;208.664358910867;244.219560663093
0403040Z0AAAAAA;38;196;226.487953393826;205.57540768907;243.224963041347
0403040Z0AAAAAA;39;362;224.227571870127;202.45841205624;242.292916463914
0403040Z0AAAAAA;40;116;221.951050235872;199.149937732416;241.373506204196
0403040Z0AAAAAA;41;196;219.659814048773;195.830489592969;240.466579969281
0403040Z0AAAAAA;42;408;217.355329813318;192.503273111267;239.57198796784
0403040Z0AAAAAA;43;336;215.039102693934;189.171498236505;238.695530587902
0403040Z0AAAAAA;44;84;212.71267401231;185.838370406464;237.838460974806
0403040Z0AAAAAA;45;306;210.377618533745;182.507081482717;236.99312151502
0403040Z0AAAAAA;46;140;208.035541547801;179.180800641465;236.159377555185
0403040Z0AAAAAA;47;364;205.688075748862;175.862665255827;235.337096609798
0403040Z0AAAAAA;48;586;203.336877922494;172.35163487617;234.526148323632
0403040Z0AAAAAA;49;196;200.983625443827;167.891664151881;233.726404434917
0403040Z0AAAAAA;50;224;198.630012594564;163.415034033367;232.937738739248
0403040Z0AAAAAA;51;NA;196.277746705679;158.927449078394;232.160027054207
0403040Z0AAAAAA;52;NA;193.928544133471;154.434656265542;231.393147184696
0403040Z0AAAAAA;53;NA;191.58412607741;149.942430620945;230.636978888947
0403040Z0AAAAAA;54;NA;189.246214249115;145.456560099437;229.891403845211
0403040Z0AAAAAA;55;NA;186.916526402971;140.982829744875;229.156305619099
0403040Z0AAAAAA;56;NA;184.596771740185;136.52700516396;228.431569631567
0403040Z0AAAAAA;57;NA;182.288646199687;132.0948153581;227.717083127536
0403040Z0AAAAAA;58;NA;179.993827650973;127.691934968851;227.012735145114
0403040Z0AAAAAA;59;NA;177.713971006028;123.323966004038;226.318416485436
0403040Z0AAAAAA;60;NA;175.450703269557;118.996419123772;225.634019683086
