id;time;Y;Ybar;Ybar_lo;Ybar_hi
0401010ADAAAAAA;0;1274;1206.40508754784;1196.22321399989;1223.62288625173
0401010ADAAAAAA;1;1067;1204.53969478382;1189.12839498474;1225.4649549031
0401010ADAAAAAA;2;1303;1202.49522343929;1179.53958653054;1237.77953629715
0401010ADAAAAAA;3;1652;1200.25722611777;1170.29712250751;1248.87403409277
0401010ADAAAAAA;4;1651;1197.81278854754;1161.39375059665;1258.6823127013
0401010ADAAAAAA;5;898;1195.15063321564;1152.82264565306;1267.14670956106
0401010ADAAAAAA;6;1526;1192.26120176511;1144.57740054714;1274.21850068054
0401010ADAAAAAA;7;1082;1189.13671550319;1136.652017566;1280.23358450161
0401010ADAAAAAA;8;1476;1185.77121379095;1129.04090037024;1285.863969429
0401010ADAAAAAA;9;1631;1182.16057048997;1121.73884650184;1290.60522782188
0401010ADAAAAAA;10;1108;1178.30248902063;1114.74104043944;1293.83194526606
0401010ADAAAAAA;11;2321;1174.19647693366;1108.04304719808;1295.54251110853
0401010ADAAAAAA;12;2276;1169.84380120716;1101.64080647085;1295.7445507368
0401010ADAAAAAA;13;2038;1165.2474257503;1095.53062731108;1294.45459040174
0401010ADAAAAAA;14;1591;1160.41193282012;1089.70918335365;1291.6976330316
0401010ADAAAAAA;15;1647;1155.34343023668;1084.17350857555;1287.50665540349
0401010ADAAAAAA;16;1669;1150.04944641394;1078.92099359589;1281.92203776348
0401010ADAAAAAA;17;1865;1144.53881530891;1073.94938251661;1274.99093745512
0401010ADAAAAAA;18;1356;1138.82155343137;1069.25677030607;1266.76661833287
0401010ADAAAAAA;19;962;1132.90873105253;1064.84160072821;1257.30774771644
0401010ADAAAAAA;20;1223;1126.81233970725;1060.70266482095;1246.67767239849
0401010ADAAAAAA;21;750;1120.54515800366;1056.83909992854;1234.94368477487
0401010ADAAAAAA;22;939;1114.12061764162;1053.25038929319;1222.17628954627
0401010ADAAAAAA;23;803;1107.55267140155;1049.93636221247;1208.44848067029
0401010ADAAAAAA;24;987;1100.85566470338;1046.89719476988;1193.83503735249
0401010ADAAAAAA;25;989;1094.04421215698;1044.13341114691;1178.69637159814
0401010ADAAAAAA;26;772;1087.13308033537;1041.19183368963;1163.39182667251
0401010ADAAAAAA;27;1120;1080.13707780607;1033.70737506775;1147.51165690926
0401010ADAAAAAA;28;801;1073.07095325803;1026.16984778742;1131.12979517587
0401010ADAAAAAA;29;706;1065.94930236689;1018.59268874547;1114.31895264194
0401010ADAAAAAA;30;776;1058.78648385324;1010.97795970722;1105.09064224781
0401010ADAAAAAA;31;1150;1051.59654501078;1003.32772093805;1101.11209143028
0401010ADAAAAAA;32;1300;1044.39315681561;995.64402996286;1097.10637179773
0401010ADAAAAAA;33;993;1037.18955857839;987.274957618799;1093.07456977303
0401010ADAAAAAA;34;943;1029.9985119666;968.129083993604;1089.01778098512
0401010ADAAAAAA;35;631;1022.83226410808;947.212520472125;1084.93875378659
0401010ADAAAAAA;36;592;1015.70251938827;926.268655374094;1086.16057485164
0401010ADAAAAAA;37;1191;1008.62041947252;905.349753130986;1087.65993315173
0401010ADAAAAAA;38;1268;1001.59653102124;884.504495257744;1089.44080426731
0401010ADAAAAAA;39;907;994.640840518338;863.777943521172;1092.40884596986
0401010ADAAAAAA;40;1503;987.762755601288;843.211537944514;1095.80889602371
0401010ADAAAAAA;41;1329;980.971112263535;822.843126152713;1099.56097179251
0401010ADAAAAAA;42;1936;974.274187294262;802.707020531448;1103.67187315584
0401010ADAAAAAA;43;1951;967.679715326495;782.834079702347;1108.14889210647
0401010ADAAAAAA;44;1587;961.194909879628;763.251810898162;1112.99982848635
0401010ADAAAAAA;45;2001;954.826487805629;743.98448994674;1118.2330067677
0401010ADAAAAAA;46;696;948.580696577793;725.053295732962;1123.85729392318
0401010ADAAAAAA;47;569;942.46334389555;706.476456195775;1129.88211843142
0401010ADAAAAAA;48;1032;936.479829117181;688.269403125588;1136.31749046736
0401010ADAAAAAA;49;977;930.635176073201;670.444933249319;1143.17402332962
0401010ADAAAAAA;50;948;924.934066855441;653.013373320072;1150.46295616038
0401010ADAAAAAA;51;NA;919.380876219778;635.982747160981;1158.19617801638
0401010ADAAAAAA;52;NA;913.97970628299;619.358942843498;1166.38625335348
0401010ADAAAAAA;53;NA;908.734421235863;603.145878405856;1175.04644899022
0401010ADAAAAAA;54;NA;903.648681834818;587.34566473449;1184.19076262038
0401010ADAAAAAA;55;NA;898.725979472574;571.958764437528;1193.83395294807
0401010ADAAAAAA;56;NA;893.969669664321;556.984145733303;1203.99157152313
0401010ADAAAAAA;57;NA;889.38300481947;542.419430556962;1214.67999635949
0401010ADAAAAAA;58;NA;884.969166199945;528.261036253728;1225.91646742327
0401010ADAAAAAA;59;NA;880.73129499426;514.504310378069;1237.71912408277
0401010ADAAAAAA;60;NA;876.672522462229;501.143658253588;1250.10704461745
