time,Y,Ybar,Ybar_lo,Ybar_hi
1,1540,546.544478089441,451.197335510468,635.711860644446
2,1058,1008.76874396246,771.934565939026,1264.59570651965
3,1805,1491.34794004152,1147.78275594666,1803.15989738293
4,2121,1882.66833038766,1568.56370634738,2173.64914286246
5,1936,2137.74470453487,1883.48114250559,2412.99903389808
6,2685,2261.86128755853,2003.37424274178,2593.2070111728
7,2460,2282.78963349182,1932.19046947726,2826.17482347883
8,1868,2232.18485087684,1708.31417643144,3124.76133624216
9,NA,2137.58344783528,1438.50411526901,3377.34260813809
10,NA,2020.30235390352,1182.60477093543,3581.07377069762
