time,Y,Ybar,Ybar_lo,Ybar_hi
1,1534,1555.32699814548,1403.21010844391,1710.04632317471
2,1160,1681.97414887022,1423.38352012329,1941.48693330903
3,1691,1850.60355480136,1529.8444304303,2173.0081444642
4,1987,2036.76771431437,1639.04903323979,2372.75490930786
5,2231,2236.88593124322,1828.6332169233,2552.43224220385
6,2313,2454.10023472317,2117.95442279727,2811.47440952278
7,3130,2698.5717393333,2391.1094570308,3152.58636362641
8,1460,2989.98321614547,2523.29075009559,3830.98155541672
9,NA,3361.59179258478,2468.57703649642,4848.05325636043
10,NA,3867.81777145099,2357.92099047202,6333.24574185747
