time,Y,Ybar,Ybar_lo,Ybar_hi
1,611,428.101942459204,374.84536445165,493.768329418131
2,788,483.92324570143,403.861476096705,608.621239102355
3,966,531.413217150136,432.202540408577,690.90953543926
4,794,569.921574981497,473.429743161876,710.744365276389
5,509,602.895579840062,530.825241590155,687.432818632226
6,667,635.149407286402,590.703231211703,679.627550898518
7,777,672.18479746506,547.428453437519,773.03857162278
8,749,720.614289619313,466.183500092246,952.082403539272
9,NA,789.31798087016,386.407911765385,1229.67315511624
10,NA,891.564326012596,312.590076871132,1656.76652768244
