time,Y,Ybar,Ybar_lo,Ybar_hi
1,3179,2420.99765227525,2196.43361972764,2702.60734302193
2,4399,3164.61207563084,2688.63743094216,3834.12872420094
3,3227,3749.75512694668,3164.35373897834,4513.51334372502
4,3840,4179.88576572012,3606.35667760011,4897.12112114793
5,4822,4436.95392205542,3953.8625957125,4885.94935769681
6,4354,4530.52722018914,4084.99285847476,4816.43958192115
7,3828,4491.5276952565,3716.25978544512,4997.40793718728
8,3783,4357.93985178315,3115.64740397927,5112.6129499002
9,NA,4164.56662757422,2413.42168731867,5138.56176708638
10,NA,3938.6575817562,1802.40651901973,5086.90653590563
